City_ID,City,Lat,Lng,Max Temp (F),Humidity,Cloudiness,Wind Speed,Country,Date
355,Omdurman,15.6445,32.4777,97.88,12,3,8.63,SD,1685056156
356,Sungai Raya,0.7,108.9,78.62,88,94,5.26,ID,1685056157
357,Djambala,-2.5447,14.7533,70.14,94,65,4.05,CG,1685056157
358,Mejit,10.2753,170.8646,81.95,79,100,20.33,MH,1685056157
359,Lorengau,-2.0226,147.2712,81.01,78,100,2.95,PG,1685056158
360,Port Lincoln,-34.7333,135.8667,55.13,65,99,12.08,AU,1685056158
361,Rosemeadow,-34.1067,150.7928,61.68,74,59,4.0,AU,1685056159
362,New Norfolk,-42.7826,147.0587,49.71,78,92,8.25,AU,1685056159
363,Bochum,51.4833,7.2167,53.37,70,49,1.01,DE,1685055905
364,Tekirova,36.5017,30.5272,64.98,77,49,6.35,TR,1685056160
365,Volchikha,52.0333,80.3833,49.69,50,99,10.18,RU,1685056160
366,Alice Springs,-23.7,133.8833,49.55,71,14,9.22,AU,1685056160
367,Ingeniero Jacobacci,-41.3427,-69.5448,41.31,85,44,25.46,AR,1685056161
368,Charlestown,-32.95,151.6667,67.5,45,19,8.95,AU,1685056161
369,Awjilah,29.1081,21.2869,78.87,32,73,13.85,LY,1685056162
370,Andovoranto,-18.95,49.1,68.7,88,71,9.15,MG,1685056162
371,Mil'Kovo,55.6078,37.7956,58.05,91,51,5.5,RU,1685056163
372,Rubtsovsk,51.5,81.25,46.83,61,100,9.91,RU,1685056163
373,Saquarema,-22.92,-42.5103,70.75,90,0,12.3,BR,1685056164
374,Nemuro,43.3236,145.575,50.2,83,2,7.43,JP,1685055892
375,Nouadhibou,20.931,-17.0347,64.38,94,100,16.11,MR,1685056164
376,Salalah,17.0151,54.0924,86.09,74,20,6.91,OM,1685056165
377,Ripky,51.801,31.0838,54.1,77,29,4.99,UA,1685056166
378,Lamar,33.6668,-95.5836,82.63,56,100,8.05,US,1685055981
379,Puerto Deseado,-47.7503,-65.8938,45.19,34,3,18.01,AR,1685056166
380,Brookings,44.3114,-96.7984,80.94,36,0,14.97,US,1685055911
381,Keflavik,64.0049,-22.5624,43.23,81,75,16.11,IS,1685056167
382,Ardabil,38.2498,48.2933,60.84,72,100,1.12,IR,1685056168
383,Puerto Armuelles,8.2833,-82.8667,82.17,83,95,4.99,PA,1685056168
384,Biharamulo,-2.6319,31.3089,61.79,83,35,3.44,TZ,1685056168
385,Castillos,-34.1667,-53.8333,68.22,73,69,7.49,UY,1685056169
386,Bereket,39.2446,55.5154,82.56,12,93,21.45,TM,1685056169
387,Thunder Bay,48.4001,-89.3168,52.54,49,48,4.68,CA,1685056170
388,Christchurch,-43.5333,172.6333,60.42,59,60,6.91,NZ,1685056073
389,Robertsport,6.7533,-11.3686,78.8,88,97,5.39,LR,1685056170
390,Greci,45.1833,28.2333,62.89,92,82,4.74,RO,1685056171
391,Yelizovo,53.1873,158.3805,51.94,66,40,4.47,RU,1685056172
392,Kavaratti,10.5669,72.642,84.79,70,3,8.32,IN,1685056173
393,Dhidhdhoo,6.8833,73.1,83.75,74,46,10.63,MV,1685056173
394,Yeppoon,-23.1333,150.7333,64.18,79,46,4.23,AU,1685056173
395,Suva,-18.1416,178.4415,74.68,88,75,6.91,FJ,1685055976
396,Prado,-17.3411,-39.2208,72.27,89,22,8.63,BR,1685056174
397,Prince Rupert,54.3161,-130.3201,59.68,70,95,3.47,CA,1685056176
398,Lashkar Gah,31.5938,64.3716,78.82,15,36,13.27,AF,1685056176
399,Uturoa,-16.7333,-151.4333,81.37,77,34,12.1,PF,1685056177
400,Marat,25.0701,45.4615,84.92,27,27,8.12,SA,1685056177
401,As Sulayyil,20.4607,45.5779,91.0,26,99,5.5,SA,1685056177
402,Vrangel',42.7297,133.0839,53.8,84,100,8.41,RU,1685056178
403,Tshikapa,-6.4167,20.8,76.53,64,45,1.63,CD,1685056179
404,Neftcala,39.3742,49.2472,72.79,65,100,8.12,AZ,1685056179
405,Borovichi,58.3878,33.9155,53.11,84,82,3.29,RU,1685056179
406,Maihar,24.2667,80.75,82.11,45,84,6.55,IN,1685056180
407,Island Harbour,50.724,-1.2758,55.98,83,35,3.0,GB,1685056180
408,Portland,45.5234,-122.6762,84.63,38,20,14.97,US,1685055568
409,Valley City,46.9233,-98.0032,82.92,39,0,17.27,US,1685055992
410,Bouca,6.5105,18.2733,74.95,81,94,5.35,CF,1685056181
411,Kourou,5.1552,-52.6478,75.25,92,100,7.27,GF,1685056182
412,Buka,40.8108,69.1986,64.24,35,100,6.42,UZ,1685056182
413,Goundam,16.4145,-3.6708,92.79,21,7,14.52,ML,1685056183
414,Lubao,14.9167,120.55,82.11,83,78,3.49,PH,1685056183
415,Paita,-5.0892,-81.1144,77.02,75,43,20.87,PE,1685056081
416,Akureyri,65.6835,-18.0878,42.98,69,97,6.11,IS,1685056184
417,Serafimovich,49.5786,42.736,63.09,88,16,4.03,RU,1685056184
418,Mabaruma,8.2,-59.7833,78.69,86,33,5.37,GY,1685056184
419,Constantia,44.1833,28.65,61.7,90,56,6.42,RO,1685056185
420,Along,28.1667,94.7667,67.77,97,70,1.57,IN,1685056052
421,Ad Dabbah,18.05,30.95,94.37,13,7,8.1,SD,1685056185
422,Igarka,67.4667,86.5833,35.42,92,100,2.48,RU,1685056186
423,Namtsy,62.7161,129.6658,47.07,47,19,6.69,RU,1685056186
424,Egilsstadir,65.2653,-14.3948,45.14,56,95,9.69,IS,1685056186
425,Destin,30.3935,-86.4958,84.2,36,0,11.5,US,1685056179
426,Yanchep,-31.55,115.6833,50.13,67,0,11.16,AU,1685056187
427,Clarkston Heights-Vineland,46.3874,-117.083,81.45,28,0,0.0,US,1685056192
428,Miri,4.4148,114.0089,77.88,85,100,4.27,MY,1685056192
429,Qarqaraly,49.4058,75.4742,50.68,63,92,2.26,KZ,1685056192
430,Hirara,24.8,125.2833,76.51,74,54,10.22,JP,1685056193
431,Czestochowa,50.7965,19.1241,54.59,83,77,5.17,PL,1685056097
432,San Ignacio,17.1561,-89.0714,93.34,52,40,0.0,BZ,1685055953
433,Sarangani,5.4033,125.4636,79.97,84,100,20.18,PH,1685056193
434,Port Saint John'S,-31.6229,29.5448,68.02,76,72,4.81,ZA,1685056194
435,Timbuktu,16.7735,-3.0074,91.89,21,15,14.54,ML,1685056194
436,Payson,40.0444,-111.7321,74.37,28,75,16.11,US,1685056194
437,Oak Hill,37.9723,-81.1487,68.79,57,36,1.01,US,1685056194
438,Guerrero Negro,27.9769,-114.0611,66.09,59,94,19.44,MX,1685056195
439,San Isidro De Curuguaty,-24.5167,-55.7,69.78,74,0,5.86,PY,1685056195
440,Caleta De Carquin,-11.0925,-77.6267,72.09,77,46,12.64,PE,1685056195
441,Mongomo,1.6274,11.3135,69.15,98,100,2.24,GQ,1685056195
442,Wellington,-41.2866,174.7756,60.46,83,10,13.8,NZ,1685056196
443,Las Tablas,7.7667,-80.2833,79.18,99,94,6.35,PA,1685056196
444,Villa De Soto,-30.8552,-64.9995,65.98,87,71,4.68,AR,1685056196
445,Colchani,-20.3,-66.9333,39.47,29,24,11.95,BO,1685056196
446,Undurkhaan,47.3194,110.6556,41.59,41,15,1.45,MN,1685056197
447,Talisayan,6.9872,121.9272,84.11,74,20,2.3,PH,1685056197
448,Sebastopol,44.6,33.5333,59.0,62,8,2.42,UA,1685056197
449,Shuangjiang,26.1547,109.7138,71.06,92,27,4.34,CN,1685056197
450,Salto Del Guaira,-24.0625,-54.3069,69.26,79,0,8.12,PY,1685056198
451,Turkmenbasy,40.0222,52.9552,80.69,29,100,13.18,TM,1685056198
452,Gaiman,-43.2897,-65.4929,59.67,32,46,17.36,AR,1685056198
453,Youkounkoun,12.5333,-13.1333,76.03,79,100,10.54,GN,1685056198
454,Souillac,-20.5167,57.5167,73.83,84,100,15.57,MU,1685056198
455,Flen,59.0583,16.5878,46.49,56,17,5.79,SE,1685056199
456,Nantucket,41.2835,-70.0995,64.45,47,0,8.05,US,1685056199
457,Tamanrasset,22.785,5.5228,76.91,23,0,5.75,DZ,1685056199
458,Bikenibeu Village,1.3673,173.1241,84.16,84,40,4.61,KI,1685056199
459,Toyooka,35.5333,134.8333,67.01,78,100,8.01,JP,1685056199
460,Fortuna,40.5982,-124.1573,53.94,100,100,13.8,US,1685056200
461,Kalmunai,7.4167,81.8167,79.9,84,1,2.68,LK,1685056200
462,Montagu,-40.7667,144.9667,52.11,68,99,16.71,AU,1685056200
463,Fisterra,42.9049,-9.2629,61.02,74,0,21.92,ES,1685056201
464,Alamogordo,32.8995,-105.9603,90.75,20,0,8.05,US,1685056202
465,Dunedin,-45.8742,170.5036,62.8,45,100,5.99,NZ,1685056203
466,Beek,50.9408,5.7972,53.92,78,20,13.8,NL,1685056080
467,International Falls,48.6011,-93.411,78.98,36,0,10.36,US,1685056205
468,Lodja,-3.4833,23.4333,70.66,95,86,2.59,CD,1685056206
469,Rioja,-29.4111,-66.8507,68.67,72,43,1.57,AR,1685056207
470,Usogorsk,63.4106,48.6872,60.17,97,87,3.62,RU,1685056208
471,Kuanda,56.3161,116.0806,39.31,98,100,3.91,RU,1685056208
472,Port Pirie,-33.1833,138.0167,52.18,68,87,4.92,AU,1685056209
473,Vikulovo,56.8167,70.6107,45.91,79,1,6.26,RU,1685056210
474,Karungdong,5.8844,121.263,80.83,81,99,5.14,PH,1685056210
475,Krishnagiri,12.5333,78.2333,78.24,71,100,4.94,IN,1685056211
476,Namdrik,5.5994,168.1028,83.55,76,99,15.88,MH,1685056211
477,Laojunmiao,39.8333,97.7333,52.65,23,64,1.66,CN,1685056212
478,Remicourt,50.6807,5.3279,53.37,76,0,4.61,BE,1685056212
479,Kuching,1.55,110.3333,80.13,94,20,2.3,MY,1685056213
480,Revda,56.801,59.9303,56.68,66,22,2.08,RU,1685056214
481,Mirpur Sakro,24.5474,67.6277,82.22,87,83,24.2,PK,1685056214
482,Maitum,6.0392,124.4986,77.68,88,100,7.23,PH,1685056214
483,Dawesville,30.9224,-84.0091,79.68,41,0,12.66,US,1685056215
484,Gadzhiyevo,69.2551,33.3362,46.06,56,8,9.19,RU,1685056216
485,Inhambane,-23.865,35.3833,70.72,74,33,11.01,MZ,1685056019
486,Vila Velha,-20.3297,-40.2925,71.94,92,0,2.3,BR,1685056217
487,Palmer,42.1584,-72.3287,65.14,42,20,12.66,US,1685056217
488,Trinidad,-14.8333,-64.9,84.18,79,20,3.44,BO,1685056218
489,Sona,45.4388,10.8255,66.78,84,0,3.44,IT,1685056218
490,Vila Franca Do Campo,37.7167,-25.4333,63.01,85,25,6.82,PT,1685056219
491,Hard Bargain,26.3167,-77.5667,79.56,69,16,1.68,BS,1685056219
492,Habbouch,33.4075,35.4828,63.19,89,0,2.55,LB,1685056220
493,Chos Malal,-37.3781,-70.2709,47.77,61,14,19.33,AR,1685056221
494,Braganca,-1.0536,-46.7656,74.66,95,37,1.66,BR,1685056134
495,La Foa,-21.7108,165.8276,71.94,50,0,2.15,NC,1685056222
496,Huarmey,-10.0681,-78.1522,72.99,76,55,10.22,PE,1685056222
497,Visbek,52.8333,8.3167,47.62,88,2,7.87,DE,1685056223
498,Vila Do Maio,15.1333,-23.2167,75.99,85,88,13.4,CV,1685056223
499,Magadan,59.5667,150.8,49.53,85,29,3.62,RU,1685056223
500,Barra De Santo Antonio,-9.4047,-35.5072,76.28,88,8,8.05,BR,1685056225
501,Rio Preto Da Eva,-2.6994,-59.6997,76.48,93,77,2.57,BR,1685056225
502,Sijunjung,-0.6876,100.9537,71.17,96,91,1.59,ID,1685056226
503,Saint-Pierre,-21.3393,55.4781,71.56,83,100,19.57,RE,1685056227
504,Margherita,27.2833,95.6833,69.58,97,60,2.37,IN,1685056227
505,Chiavari,44.3201,9.322,69.33,71,54,1.99,IT,1685056228
506,Taroa,8.7058,171.2275,82.22,78,94,19.01,MH,1685056228
507,Fruita,39.1589,-108.729,87.15,14,0,16.11,US,1685056229
508,Caconda,-13.7333,15.0667,59.04,53,25,2.89,AO,1685056229
509,Vylkove,45.4021,29.586,60.84,91,27,5.79,UA,1685056230
510,Garcia,25.8167,-100.5833,86.63,65,60,16.73,MX,1685056230
511,Madingou,-4.1536,13.55,73.09,94,97,1.63,CG,1685056231
512,Zhezqazghan,47.7833,67.7667,61.47,37,2,7.72,KZ,1685056231
513,Melchor De Mencos,17.0686,-89.1522,93.2,52,40,0.0,GT,1685056231
514,Miguel Ahumada,30.6167,-106.5167,91.33,8,80,3.98,MX,1685056233
515,Osakarovka,50.565,72.5692,56.23,79,100,6.93,KZ,1685056234
516,Kannapolis,35.4874,-80.6217,75.85,59,40,11.5,US,1685056234
517,At Taj,24.2049,23.2857,87.04,12,99,5.97,LY,1685056235
518,Macherla,16.4833,79.4333,90.01,42,79,7.72,IN,1685056235
519,Pandan,14.0453,124.1694,82.76,80,100,7.72,PH,1685056236
520,Joshimath,30.5667,79.5667,52.61,69,34,5.73,IN,1685056237
521,Taoudenni,22.6783,-3.9836,89.4,19,84,9.26,ML,1685056237
522,Puerto San Jose,13.9256,-90.8244,87.64,65,24,12.41,GT,1685056238
523,Amnat Charoen,15.9167,104.75,75.7,91,96,6.11,TH,1685056238
524,Hailar,49.2,119.7,48.54,34,63,20.4,CN,1685056239
525,Okondja,-0.6549,13.6753,75.02,88,76,2.24,GA,1685056239
526,Chadron,42.8294,-102.9999,78.48,47,20,19.57,US,1685056012
527,Kone,-21.0595,164.8658,75.69,42,0,2.95,NC,1685056227
528,Nenjiang,49.1833,125.2167,54.86,87,100,11.34,CN,1685056241
529,Lima,-12.0432,-77.0282,73.9,71,100,13.8,PE,1685055961
530,Dehloran,32.6941,47.2679,81.54,38,41,8.46,IR,1685056242
531,Uttaradit,17.6667,100.5,75.02,81,48,1.45,TH,1685056242
532,Coari,-4.085,-63.1414,79.52,84,97,2.08,BR,1685056244
533,Huron,41.1501,-82.5499,58.68,49,77,13.35,US,1685056244
534,Chegdomyn,51.1167,133.0167,58.23,79,100,6.89,RU,1685056244
535,Mutuali,-14.8706,37.0044,59.81,86,0,2.71,MZ,1685056245
536,Ilebo,-4.3167,20.5833,72.59,88,59,0.81,CD,1685056245
537,Kindu,-2.95,25.95,70.5,98,86,1.92,CD,1685056246
538,Batie,9.8833,-2.9167,78.62,78,29,5.26,BF,1685056246
539,Veraval,20.9,70.3667,83.44,75,2,17.74,IN,1685056246
540,Noyabrsk,63.1994,75.4507,47.62,58,6,7.2,RU,1685056247
541,Kendari,-3.945,122.4989,75.9,92,100,2.71,ID,1685056247
542,Qutqashen,40.9814,47.8458,61.0,62,100,7.47,AZ,1685056247
543,Anamur,36.0751,32.8369,68.68,73,4,9.86,TR,1685056135
544,Aral,40.5156,81.2636,59.31,42,38,5.64,CN,1685056248
545,Grand Gaube,-20.0064,57.6608,70.38,78,29,4.0,MU,1685056249
546,Brigantine,39.4101,-74.3646,61.05,58,0,9.22,US,1685056249
547,La Sarre,48.8002,-79.1996,55.76,53,11,3.27,CA,1685056249
548,Nago,26.5881,127.9761,73.45,68,31,9.6,JP,1685056249
549,Daru,-9.0763,143.2092,78.57,87,100,12.91,PG,1685056236
550,Baiti,13.745,-14.7482,91.92,34,100,13.71,SN,1685056250
551,Mora,11.0461,14.1401,90.25,39,97,3.94,CM,1685056250
552,San Vicente De Canete,-13.0751,-76.3835,69.31,83,73,7.25,PE,1685056251
553,Revelstoke,50.9832,-118.2023,64.42,63,20,17.27,CA,1685055980
554,Bodaybo,57.8506,114.1933,40.77,92,100,1.52,RU,1685056251
555,Petauke,-14.2426,31.3253,61.25,68,0,5.86,ZM,1685056251
556,Chebba,35.2372,11.115,65.46,79,100,26.53,TN,1685056251
557,Sason,38.3364,41.413,60.91,77,100,4.32,TR,1685056252
558,Gebeit,21.0667,36.3167,78.33,66,21,7.63,SD,1685056252
559,Bubaque,11.2833,-15.8333,82.15,77,100,12.48,GW,1685056238
560,Changping,40.2186,116.2197,64.04,53,55,1.3,CN,1685056252
561,Galveston,29.3669,-94.9669,89.06,60,2,1.01,US,1685056253
562,Nizhnesortymskiy,62.4397,71.7603,50.76,50,18,7.74,RU,1685056253
563,Atbasar,51.8,68.3333,55.17,78,65,7.45,KZ,1685056239
564,Nevele,51.0591,3.5577,53.92,85,10,10.76,BE,1685056253
565,Virginia Beach,36.8529,-75.978,62.62,68,75,9.22,US,1685056253
566,Antofagasta,-23.65,-70.4,61.88,90,54,7.83,CL,1685056186
567,Rio Grande,-32.035,-52.0986,64.51,82,1,9.26,BR,1685056254
568,Krasnokuts'K,50.066,35.1628,57.24,90,45,4.43,UA,1685056254
569,Kuraymah,18.55,31.85,95.61,13,2,14.29,SD,1685056254
570,Papao,-17.75,-149.55,85.68,73,5,6.2,PF,1685056254
571,Urangan,-25.3,152.9,66.2,91,0,5.3,AU,1685056255
572,Am Timan,11.0297,20.2827,92.7,25,39,1.74,TD,1685056255
573,Nuuk,64.1835,-51.7216,32.88,74,75,11.99,GL,1685056255
574,Crane,31.3974,-102.3501,85.14,44,57,16.24,US,1685056248
